ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
0MU5,heliport,Holden Heliport,865,NA,US,US-MO,Holden,0MU5,,0MU5,"-93.99440002441406, 38.71969985961914"
0MU6,heliport,Bradbury-Rolf Memorial Heliport,815,NA,US,US-MO,Higginsville,0MU6,,0MU6,"-93.73590087890625, 39.073299407958984"
0MU7,small_airport,Lambs Field,1070,NA,US,US-MO,Lone Jack,0MU7,,0MU7,"-94.13970184326172, 38.875"
0MU8,small_airport,Prince STOLport,582,NA,US,US-MO,Millersville,0MU8,,0MU8,"-89.75900268554688, 37.43870162963867"
0MY0,heliport,Kenyon Heliport,1500,NA,US,US-MN,Kenyon,0MY0,,0MY0,"-92.94329833984375, 44.333900451660156"
0MY1,heliport,Bozeman Deaconess Hospital Heliport,4925,NA,US,US-MT,Bozeman,0MY1,,0MY1,"-111.01899719238281, 45.66999816894531"
0N0,small_airport,Roosterville Airport,1004,NA,US,US-MO,Liberty,0N0,,0N0,"-94.44219970703125, 39.291099548339844"
0N4,small_airport,Chandelle Estates Airport,22,NA,US,US-DE,Dover,0N4,,0N4,"-75.4854965209961, 39.202301025390625"
0N5,heliport,Deldot Helistop,30,NA,US,US-DE,Dover,0N5,,0N5,"-75.50489807128906, 39.149600982666016"
0N6,small_airport,Albanna Aviation Airport,50,NA,US,US-DE,Felton,,,0N6,"-75.533501, 39.012602"
0NA1,small_airport,Goerger Airport,1045,NA,US,US-ND,Barney,0NA1,,0NA1,"-97.03759765625, 46.24549865722656"
0NA5,small_airport,Sorlie Airport,1580,NA,US,US-ND,Maddock,0NA5,,0NA5,"-99.56289672851562, 48.0010986328125"
0NA9,small_airport,Boyd's Turf Airport,2750,NA,US,US-ND,Golva,0NA9,,0NA9,"-103.8010025024414, 46.75"
0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,106,NA,US,US-NC,Goldsboro,0NC0,,0NC0,"-77.94969940185547, 35.398799896240234"
0NC1,small_airport,Bearwallow Farm Airport,3608,NA,US,US-NC,Hendersonville,0NC1,,0NC1,"-82.37539672851562, 35.45709991455078"
0NC2,heliport,Moore Regional Hospital Heliport,460,NA,US,US-NC,Pinehurst,0NC2,,0NC2,"-79.45670318603516, 35.204898834228516"
0NC3,heliport,Washington County Hospital Heliport,19,NA,US,US-NC,Plymouth,0NC3,,0NC3,"-76.69969940185547, 35.87519836425781"
0NC4,heliport,Wake Medical Center Heliport,245,NA,US,US-NC,Raleigh,0NC4,,0NC4,"-78.58580017089844, 35.786800384521484"
0NC5,heliport,Nash General Hospital Heliport,156,NA,US,US-NC,Rocky Mount,0NC5,,0NC5,"-77.78919982910156, 35.91889953613281"
0NC6,heliport,Our Community Hospital Heliport,113,NA,US,US-NC,Scotland Neck,0NC6,,0NC6,"-77.41889953613281, 36.13130187988281"
0NC7,small_airport,Lindsay Airport,700,NA,US,US-NC,Madison,0NC7,,0NC7,"-79.99749755859375, 36.357200622558594"
0NC8,small_airport,Flying S Ranch Airport,830,NA,US,US-NC,Cleveland,0NC8,,0NC8,"-80.735298, 35.755699"
0NC9,heliport,Maria Parham Health DLP Affiliate Heliport,465,NA,US,US-NC,Henderson,0NC9,,0NC9,"-78.449699, 36.3307"
0ND0,small_airport,Gilbertson Field,1550,NA,US,US-ND,Flora,0ND0,,0ND0,"-99.40039825439453, 47.92919921875"
0ND6,small_airport,Schumacher Strip,2020,NA,US,US-ND,Hague,0ND6,,0ND6,"-99.91709899902344, 46.05500030517578"
0ND7,small_airport,Saville Private Airport,1961,NA,US,US-ND,Hazelton,0ND7,,0ND7,"-100.1050033569336, 46.465301513671875"
0NE0,small_airport,Merrihew Airport,3815,NA,US,US-NE,Ashby,0NE0,,0NE0,"-101.94999694824219, 41.849998474121094"
0NE1,small_airport,Runner Landing Area Airport,3760,NA,US,US-NE,Ashby,0NE1,,0NE1,"-101.93199920654297, 42.40719985961914"
0NE2,small_airport,Merry Airport,3791,NA,US,US-NE,Ashby,0NE2,,0NE2,"-101.91699981689453, 41.866600036621094"
0NE3,heliport,Syracuse Hospital Heliport,1120,NA,US,US-NE,Syracuse,0NE3,,0NE3,"-96.1864013671875, 40.667198181152344"
0NE4,heliport,Franklin County Memorial Hospital Heliport,1950,NA,US,US-NE,Franklin,0NE4,,0NE4,"-98.95040130615234, 40.097198486328125"
0NE5,small_airport,Newman Airport,3525,NA,US,US-NE,Big Springs,0NE5,,0NE5,"-102.01799774169922, 41.02109909057617"
0NE6,small_airport,Frager Field,1765,NA,US,US-NE,Fairfield,0NE6,,0NE6,"-98.07060241699219, 40.43330001831055"
0NH7,heliport,Leinsing Heliport,10,NA,US,US-NH,Dover,0NH7,,0NH7,"-70.846902, 43.151831"
0NJ0,heliport,Atlantic City Medical Center Heliport,82,NA,US,US-NJ,Atlantic City,0NJ0,,0NJ0,"-74.4346717, 39.3589702498"
0NJ1,heliport,Berkeley Township Police Heliport,54,NA,US,US-NJ,Bayville,0NJ1,,0NJ1,"-74.23490142822266, 39.90729904174805"
0NJ2,heliport,Ballymere Heliport,280,NA,US,US-NJ,Morristown,0NJ2,,0NJ2,"-74.43990325927734, 40.752899169921875"
0NJ3,heliport,Mount Holly Heliport,45,NA,US,US-NJ,Mount Holly,0NJ3,,0NJ3,"-74.79959869384766, 39.966800689697266"
0NJ4,heliport,Weichert Headquarters Heliport,103,NA,US,US-NJ,Morris Plains,0NJ4,,0NJ4,"-74.46150207519531, 40.94070053100586"
0NJ5,small_airport,Fla-Net Airport,1040,NA,US,US-NJ,Netcong,0NJ5,,0NJ5,"-74.70570373535156, 40.88589859008789"
0NJ6,small_airport,Dix Field,8,NA,US,US-NJ,Linwood,0NJ6,,0NJ6,"-74.63289642333984, 39.31679916381836"
0NJ7,heliport,Essex Generating Station Heliport,8,NA,US,US-NJ,Newark,0NJ7,,0NJ7,"-74.118896484375, 40.73780059814453"
0NJ8,heliport,Port Newark Helistop,10,NA,US,US-NJ,Newark,0NJ8,,0NJ8,"-74.15070343017578, 40.702301025390625"
0NJ9,heliport,Jersey Tpke New Brunswick Helistop,70,NA,US,US-NJ,New Brunswick,0NJ9,,0NJ9,"-74.40789794921875, 40.477298736572266"
0NK0,small_airport,Berdick Field,1690,NA,US,US-NY,Cattaraugus,0NK0,,0NK0,"-78.79090118408203, 42.33399963378906"
0NK1,small_airport,Spring Brook Airport,450,NA,US,US-NY,Central Square,0NK1,,0NK1,"-76.22019958496094, 43.361698150634766"
0NK2,small_airport,Westwind Farm Airport,800,NA,US,US-NY,Charlton,0NK2,,0NK2,"-74.01619720458984, 42.9833984375"
0NK3,small_airport,Seven Gullies Airport,600,NA,US,US-NY,Groveland,0NK3,,0NK3,"-77.79219818115234, 42.695899963378906"
0NK4,heliport,Medical Center Heliport,80,NA,US,US-NY,Hempstead,0NK4,,0NK4,"-73.55370330810547, 40.72589874267578"
0NK5,heliport,Mid-Hudson Helicopter Service Heliport,270,NA,US,US-NY,Hopewell Junction,0NK5,,0NK5,"-73.82759857177734, 41.606201171875"
0NK6,small_airport,Lapeer Flyer Airport,1280,NA,US,US-NY,Marathon,0NK6,,0NK6,"-76.08879852294922, 42.43840026855469"
0NK7,heliport,Ibm King St Heliport,470,NA,US,US-NY,Armonk,0NK7,,0NK7,"-73.7260971069336, 41.102500915527344"
0NK8,small_airport,Rocky Reef Farm Airport,450,NA,US,US-NY,Attlebury,0NK8,,0NK8,"-73.67040252685547, 41.9208984375"
0NK9,small_airport,Lakeview Airport,1050,NA,US,US-NY,Chittenango,0NK9,,0NK9,"-75.82689666748047, 43.01029968261719"
0NM0,small_airport,Columbus Municipal Airport,4024,NA,US,US-NM,Columbus,0NM0,,0NM0,"-107.62699890136719, 31.823699951171875"
0NM7,small_airport,Negrito Airstrip,8143,NA,US,US-NM,Reserve,0NM7,,0NM7,"-108.54299926757812, 33.52090072631836"
0NV1,heliport,Summerlin Medical Center Heliport,2745,NA,US,US-NV,Las Vegas,0NV1,,0NV1,"-115.3010025024414, 36.193599700927734"
0NY0,small_airport,Bennetts Airport,1040,NA,US,US-NY,North Creek,0NY0,,0NY0,"-73.98290252685547, 43.70009994506836"
0NY1,small_airport,Russell Field,260,NA,US,US-NY,Northumberland,0NY1,,0NY1,"-73.6531982421875, 43.139198303222656"
0NY3,small_airport,Kermizian Airport,1440,NA,US,US-NY,Ohio,0NY3,,0NY3,"-74.93209838867188, 43.31399917602539"
0NY5,heliport,State Police Troop D Heliport,507,NA,US,US-NY,Oneida,0NY5,,0NY5,"-75.64959716796875, 43.094200134277344"
0NY6,heliport,New York State Police Heliport,600,NA,US,US-NY,Auburn,0NY6,,0NY6,"-76.6155014038086, 42.92839813232422"
0NY7,small_airport,Murphys Landing Strip,940,NA,US,US-NY,Perth,0NY7,,0NY7,"-74.1843032836914, 43.037601470947266"
0NY8,small_airport,Wenskoski Field,800,NA,US,US-NY,Perth,0NY8,,0NY8,"-74.24539947509766, 42.99729919433594"
0O0,seaplane_base,San Luis Reservoir Seaplane Base,544,NA,US,US-CA,Los Banos,0O0,,0O0,"-121.1259994506836, 37.05830001831055"
0O4,small_airport,Corning Municipal Airport,292,NA,US,US-CA,Corning,0O4,,0O4,"-122.1709976196289, 39.943599700927734"
0O9,small_airport,Ward Field,356,NA,US,US-CA,Gasquet,0O9,,0O9,"-123.98500061035156, 41.845699310302734"
0OH1,heliport,Cirino Heliport,1250,NA,US,US-OH,Chagrin Falls,0OH1,,0OH1,"-81.32759857177734, 41.44390106201172"
0OH2,closed,Jenkins Field,1080,NA,US,US-OH,North Hampton,,,,"-83.911598, 39.970604"
0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,865,NA,US,US-OH,Forest Park,0OH3,,0OH3,"-84.564697265625, 39.27920150756836"
0OH4,heliport,Upper Valley Medical Center Heliport,867,NA,US,US-OH,Troy,0OH4,,0OH4,"-84.228562, 40.085621"
0OH6,small_airport,Fry Field,775,NA,US,US-OH,Spring Valley,0OH6,,0OH6,"-84.01969909667969, 39.60060119628906"
0OH7,small_airport,Apple Airport,1000,NA,US,US-OH,Piqua,0OH7,,0OH7,"-84.1718978881836, 40.1432991027832"
0OH8,small_airport,Fry Airport,900,NA,US,US-OH,Piqua,0OH8,,0OH8,"-84.256103515625, 40.18840026855469"
0OH9,closed,Parknavy Airport,943,NA,US,US-OH,Plain City,,,,"-83.229897, 40.0717"
0OI0,heliport,Foltz Heliport,1012,NA,US,US-OH,East Canton,0OI0,,0OI0,"-81.2468032836914, 40.73590087890625"
0OI1,heliport,Autolite Heliport,759,NA,US,US-OH,Fostoria,0OI1,,0OI1,"-83.41519927978516, 41.17919921875"
0OI2,small_airport,Unger Field,940,NA,US,US-OH,Greenfield,0OI2,,0OI2,"-83.4177017211914, 39.359798431396484"
0OI3,small_airport,Galloway Airport,643,NA,US,US-OH,Sandusky,0OI3,,0OI3,"-82.71610260009766, 41.38209915161133"
0OI4,small_airport,Salt Box Airport,1250,NA,US,US-OH,Hiram,0OI4,,0OI4,"-81.15930938720703, 41.32426452636719"
0OI6,small_airport,Victor's Landing Airport,860,NA,US,US-OH,Kingsville,0OI6,,0OI6,"-80.6436996459961, 41.83810043334961"
0OI9,small_airport,Hidden Quarry Airport,830,NA,US,US-OH,Lucasville,0OI9,,0OI9,"-83.1135025024414, 38.894500732421875"
0OK0,small_airport,Edmond Airport,1169,NA,US,US-OK,Edmond,0OK0,,0OK0,"-97.43360137939453, 35.68339920043945"
0OK1,small_airport,Mckey Airport,1056,NA,US,US-OK,Elmore City,0OK1,,0OK1,"-97.40170288085938, 34.65700149536133"
0OK2,heliport,Parkview Hospital Heliport,1349,NA,US,US-OK,El Reno,0OK2,,0OK2,"-97.98390197753906, 35.52980041503906"
0OK3,small_airport,Mckinley Ranch Airport,1420,NA,US,US-OK,Geary,0OK3,,0OK3,"-98.5225982666, 35.6194992065"
0OK4,small_airport,Rock Creek Farm Airport,730,NA,US,US-OK,Coal Gate,0OK4,,0OK4,"-96.25360107421875, 34.66059875488281"
0OK5,small_airport,Chappell Airport,1070,NA,US,US-OK,Guthrie,0OK5,,0OK5,"-97.40029907226562, 35.88890075683594"
0OK6,small_airport,Ellis/Harvey Airport,1220,NA,US,US-OK,Guthrie,0OK6,,0OK6,"-97.38610076904297, 35.801700592041016"
0OK7,heliport,Shattuck Hospital Heliport,2200,NA,US,US-OK,Shattuck,0OK7,,0OK7,"-99.87539672851562, 36.25"
0OK8,small_airport,Cade's Airport,1140,NA,US,US-OK,Covington,0OK8,,0OK8,"-97.59310150146484, 36.29249954223633"
0OK9,small_airport,Crystal Airport,1016,NA,US,US-OK,Jennings,0OK9,,0OK9,"-96.63700103759766, 36.213401794433594"
0OR0,heliport,Providence Hospital Heliport,1350,NA,US,US-OR,Medford,0OR0,,0OR0,"-122.861999512, 42.3386993408"
0OR2,heliport,Hendershots Heliport,1200,NA,US,US-OR,Merlin,0OR2,,0OR2,"-123.45099639892578, 42.133201599121094"
0OR3,small_airport,Long Ranch Airport,4090,NA,US,US-OR,Merrill,0OR3,,0OR3,"-121.7040023803711, 42.01900100708008"
0OR4,heliport,Round Butte Heliport,2125,NA,US,US-OR,Metolius,0OR4,,0OR4,"-121.26799774169922, 44.61650085449219"
0OR5,small_airport,East Oregon Cattle Co Airport,1345,NA,US,US-OR,Eagle Point,0OR5,,0OR5,"-122.855003357, 42.5035018921"
0OR6,small_airport,Rome Service Airport,3387,NA,US,US-OR,Rome,0OR6,,0OR6,"-117.62899780273438, 42.83399963378906"
0OR7,small_airport,Marr Field,275,NA,US,US-OR,Monmouth,0OR7,,0OR7,"-123.26399993896484, 44.854000091552734"
0OR8,small_airport,Sutton on Rogue Airport,1260,NA,US,US-OR,White City,0OR8,,0OR8,"-122.86599731445312, 42.484798431396484"
0OR9,small_airport,Hanel Field,1626,NA,US,US-OR,Mount Hood,0OR9,,0OR9,"-121.54900360107422, 45.59260177612305"
0P0,heliport,Valley Forge Bicentennial Heliport,260,NA,US,US-PA,Norristown,0P0,,0P0,"-75.40599822998047, 40.12120056152344"
0P1,small_airport,Van Pak Airport,2213,NA,US,US-KS,Prairie View,0P1,,0P1,"-99.5687026977539, 39.83219909667969"
0P2,small_airport,Shoestring Aviation Airfield,1000,NA,US,US-PA,Stewartstown,0P2,,0P2,"-76.64720153808594, 39.7947998046875"
0PA0,small_airport,Philadelphia Gliderport,670,NA,US,US-PA,Hilltown,3PA2,,3PA2,"-75.248125, 40.331227"
0PA1,heliport,Phoenix Technologies Heliport,252,NA,US,US-PA,Norristown,0PA1,,0PA1,"-75.40129852294922, 40.11819839477539"
0PA2,small_airport,Haunstein Ultralightport,600,NA,US,US-PA,Shermans Dale,0PA2,,0PA2,"-77.1247024536, 40.31679916379999"
0PA3,small_airport,Robbins Farm Airport,1207,NA,US,US-PA,Troy,0PA3,,0PA3,"-76.76020050048828, 41.7495002746582"
0PA4,small_airport,Ecko Field,380,NA,US,US-PA,Hummelstown,0PA4,,0PA4,"-76.72470092773438, 40.23759841918945"
0PA5,small_airport,Fisher Airport,1500,NA,US,US-PA,Franklin,0PA5,,0PA5,"-79.83090209960938, 41.49449920654297"
0PA6,small_airport,Hostetler Airport,760,NA,US,US-PA,Huntingdon,0PA6,,0PA6,"-77.85030364990234, 40.63090133666992"
0PA7,closed,Linvill Airport,180,NA,US,US-PA,Media,,,,"-75.414902, 39.884801"
0PA8,heliport,Geisinger Community Medical Center Nap Heliport,508,NA,US,US-PA,Scranton,0PA8,,0PA8,"-75.646467, 41.399957"
0PA9,heliport,Carson Heliport,415,NA,US,US-PA,Perkasie,0PA9,,0PA9,"-75.21630096435547, 40.33340072631836"
0PN0,small_airport,Fletcher Airport,1335,NA,US,US-PA,Sheakeyville,0PN0,,0PN0,"-80.15390014648438, 41.443599700927734"
0PN1,seaplane_base,Pete's Water Landing Seaplane Base,757,NA,US,US-PA,Freeport,0PN1,,0PN1,"-79.618896484375, 40.69940185546875"
0PN2,small_airport,Flying Acres Airport,1247,NA,US,US-PA,Slippery Rock,0PN2,,0PN2,"-80.07029724121094, 41.07310104370117"
0PN3,heliport,Wyeth-Ayerst Nr Heliport,186,NA,US,US-PA,Collegeville,0PN3,,0PN3,"-75.4634017944336, 40.15869903564453"
0PN4,small_airport,Kitner Airport,960,NA,US,US-PA,New Bloomfield,0PN4,,0PN4,"-77.24140167239999, 40.4128990173"
0PN5,small_airport,Nichols Airport,1761,NA,US,US-PA,Spartansburg,0PN5,,0PN5,"-79.59839630126953, 41.77920150756836"
0PN6,small_airport,Memmi Airport,1138,NA,US,US-PA,Three Springs,0PN6,,0PN6,"-77.99250030517578, 40.16899871826172"
0PN7,small_airport,Drillmore Acres Airport,680,NA,US,US-PA,Newburg,0PN7,,0PN7,"-77.63140106201172, 40.128299713134766"
0PN8,small_airport,Shriver Airport,1560,NA,US,US-PA,Titusville,0PN8,,0PN8,"-79.68309783935547, 41.61669921875"
0PN9,small_airport,Paul Personal Use Airport,1645,NA,US,US-PA,Titusville,0PN9,,0PN9,"-79.67780303955078, 41.71950149536133"
0PS0,small_airport,Frederick Airpark,1560,NA,US,US-PA,Tylersburg,0PS0,,0PS0,"-79.3416976928711, 41.37089920043945"
0PS1,heliport,Mc Crory Stores Heliport,420,NA,US,US-PA,York,0PS1,,0PS1,"-76.67140197750001, 39.981498718299996"
0PS2,heliport,Marian Heliport,1285,NA,US,US-PA,Weatherly,0PS2,,0PS2,"-75.75129699707031, 40.989498138427734"
0PS3,small_airport,Carsonville Airport,800,NA,US,US-PA,Carsonville,0PS3,,0PS3,"-76.7666015625, 40.49039840698242"
0PS4,small_airport,Old Orchard Airport,1980,NA,US,US-PA,Curwensville,0PS4,,0PS4,"-78.56089782714844, 41.008399963378906"
0PS5,heliport,Used Parts Heliport,660,NA,US,US-PA,East Bangor,0PS5,,0PS5,"-75.19270324707031, 40.87929916381836"
0PS6,heliport,Herbst Heliport,485,NA,US,US-PA,East Prospect,0PS6,,0PS6,"-76.55329895019531, 39.949501037597656"
0PS7,small_airport,Harman Airport,720,NA,US,US-PA,Elizabethville,0PS7,,0PS7,"-76.84549713134766, 40.522300720214844"
0PS8,heliport,Bayfront Garage Heliport,1130,NA,US,US-PA,Erie,0PS8,,0PS8,"-80.08619689941406, 42.132598876953125"
0PS9,heliport,Delaware Valley Medical Center Heliport,141,NA,US,US-PA,Fairless Hills,0PS9,,0PS9,"-74.8678970336914, 40.182899475097656"
0Q3,small_airport,Sonoma Valley Airport,10,NA,US,US-CA,Schellville/Sonoma,0Q3,,0Q3,"-122.44999694824219, 38.2234992980957"
0Q4,small_airport,Selma Airport,305,NA,US,US-CA,Selma,0Q4,,0Q4,"-119.65799713134766, 36.581600189208984"
0Q6,closed,Shingletown Airport,3880,NA,US,US-CA,Shingletown,,,,"-121.818001, 40.522099"
0Q9,small_airport,Sonoma Skypark Airport,20,NA,US,US-CA,Sonoma,0Q9,,0Q9,"-122.43399810791016, 38.2577018737793"
0R2,small_airport,Lincoln Municipal Airport,940,NA,US,US-MO,Lincoln,0R2,,0R2,"-93.33300018310547, 38.403900146484375"
0R7,small_airport,The Red River Airport,177,NA,US,US-LA,Coushatta,0R7,,0R7,"-93.30740356445312, 31.990699768066406"
0R9,small_airport,Plainville Airpark,2182,NA,US,US-KS,Plainville,0R9,,0R9,"-99.30339813232422, 39.19449996948242"
0S1,small_airport,Meadow Creek Usfs Airport,3984,NA,US,US-MT,Meadow Creek,0S1,,0S1,"-113.40899658203125, 47.84579849243164"
0S2,small_airport,Stockton Municipal Airport,1973,NA,US,US-KS,Stockton,0S2,,0S2,"-99.29509735107422, 39.377201080322266"
0S5,small_airport,Nez Perce Municipal Airport,3201,NA,US,US-ID,Nez Perce,0S5,,0S5,"-116.24299621582031, 46.23740005493164"
0SD0,small_airport,Lenling Airport,2142,NA,US,US-SD,Glencross,0SD0,,0SD0,"-100.89199829101562, 45.42499923706055"
0SD1,small_airport,Lodi Airport,1200,NA,US,US-SD,Wakonda,0SD1,,0SD1,"-96.9802017211914, 42.972198486328125"
0SD2,heliport,Prairie Lakes West Heliport,1799,NA,US,US-SD,Watertown,0SD2,,0SD2,"-97.11949920654297, 44.91109848022461"
0SD3,small_airport,Bledsoe Ranch Airport,2872,NA,US,US-SD,Hoover,0SD3,,0SD3,"-103.21700286865234, 45.26940155029297"
0SD4,heliport,Brookview Manor Heliport,1670,NA,US,US-SD,Brookings,0SD4,,0SD4,"-96.76470184326172, 44.308101654052734"
0SD5,heliport,The Fort Heliport,5800,NA,US,US-SD,Custer,0SD5,,0SD5,"-103.63700103759766, 43.806400299072266"
0SD6,small_airport,Oasis Ranch Airport,2580,NA,US,US-SD,Philip,0SD6,,0SD6,"-101.82599639892578, 44.28889846801758"
0SD7,small_airport,Porch Ranch Airport,2775,NA,US,US-SD,Wanblee,0SD7,,0SD7,"-101.73400115966797, 43.52439880371094"
0SD8,small_airport,Juhnke Airport,1900,NA,US,US-SD,Vivian,0SD8,,0SD8,"-100.29299926757812, 43.782798767089844"
0SD9,heliport,Crazy Horse Heliport,5900,NA,US,US-SD,Custer,0SD9,,0SD9,"-103.63600158691406, 43.82500076293945"
0T3,closed,Ira Biffle Airfield,421,NA,US,US-MO,Marble Hill,,,,"-89.997299, 37.313901"
0T7,closed,Kittyhawk Airport,700,NA,US,US-TX,Allen,,,,"-96.683601, 33.126202"
0TA0,heliport,Mainland Regional Health Care System Heliport,16,NA,US,US-TX,Lamarque/Texas City,0TA0,,0TA0,"-94.98519897460938, 29.393299102783203"
0TA1,small_airport,Buddy Harmel Airport,3552,NA,US,US-TX,Halfway,0TA1,,0TA1,"-101.9800033569336, 34.21950149536133"
0TA2,small_airport,Smith Farms Airport,3487,NA,US,US-TX,Halfway,0TA2,,0TA2,"-101.92500305175781, 34.21670150756836"
0TA3,small_airport,Tate Ranch Airport,2650,NA,US,US-TX,Dryden,0TA3,,0TA3,"-102.13800048828125, 30.30430030822754"
0TA4,small_airport,Erco Field,395,NA,US,US-TX,Kaufman,0TA4,,0TA4,"-96.27050018310547, 32.49789810180664"
0TA5,heliport,Metro Heli-Pad Heliport,57,NA,US,US-TX,Houston,0TA5,,0TA5,"-95.35489654541016, 29.614700317382812"
0TA6,heliport,Arco Ingleside Shorebase Heliport,20,NA,US,US-TX,Ingleside,0TA6,,0TA6,"-97.2229995727539, 27.84779930114746"
0TA7,small_airport,Alta Vista Ranch Airport,4702,NA,US,US-TX,Marfa,0TA7,,0TA7,"-103.89299774169922, 30.1481990814209"
0TA8,small_airport,Womack Plantation Airport,410,NA,US,US-TX,Paris,0TA8,,0TA8,"-95.4072036743164, 33.84870147705078"
0TA9,heliport,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,8,NA,US,US-TX,Port Bolivar,0TA9,,0TA9,"-94.76409912109375, 29.39109992980957"
0TE0,small_airport,Robertson Ranch Airport,1663,NA,US,US-TX,Comstock,0TE0,,0TE0,"-101.16200256347656, 29.69300079345703"
0TE1,heliport,Christus Spohn Hospital Memorial Heliport,38,NA,US,US-TX,Corpus Christi,0TE1,,0TE1,"-97.41419982910156, 27.779800415039062"
0TE2,heliport,Bell Helicopter Hurst Heliport,524,NA,US,US-TX,Hurst,0TE2,,0TE2,"-97.16699981689453, 32.80009841918945"
0TE3,small_airport,Buzz Field,2614,NA,US,US-TX,Roaring Springs,0TE3,,0TE3,"-100.84200286865234, 33.92919921875"
0TE4,small_airport,Hilltop Lakes Airport,501,NA,US,US-TX,Hilltop Lakes,0TE4,,0TE4,"-96.21520233154297, 31.08099937438965"
0TE5,small_airport,Santa Maria Ranch Airport,516,NA,US,US-TX,Laredo,0TE5,,0TE5,"-99.18589782714844, 27.433799743652344"
0TE6,small_airport,Gorman Airport,1452,NA,US,US-TX,Gorman,0TE6,,0TE6,"-98.66560363769531, 32.20429992675781"
0TE7,small_airport,LBJ Ranch Airport,1515,NA,US,US-TX,Johnson City,0TE7,JCY,0TE7,"-98.62249755859999, 30.251800537100003"
0TE8,heliport,Texas World Speedway Helistop Nr 1 Heliport,270,NA,US,US-TX,College Station,0TE8,,0TE8,"-96.22250366210938, 30.54050064086914"
0TE9,heliport,Texas World Speedway Helistop Nr 2 Heliport,270,NA,US,US-TX,College Station,0TE9,,0TE9,"-96.2260971069336, 30.539600372314453"
0TN0,small_airport,R & S Buzzard Airport,810,NA,US,US-TN,Spring Hill,0TN0,,0TN0,"-86.89669799804688, 35.676700592041016"
0TN1,seaplane_base,Tims Ford Seaplane Base,785,NA,US,US-TN,Tullahoma,0TN1,,0TN1,"-86.22000122070312, 35.2223014831543"
0TN2,small_airport,Village Airport,920,NA,US,US-TN,Greenback,0TN2,,0TN2,"-84.18550109863281, 35.65589904785156"
0TN3,heliport,Park West Heliport,1000,NA,US,US-TN,Knoxville,0TN3,,0TN3,"-84.1001968383789, 35.917598724365234"
0TN4,heliport,Physicians Medical Regional Center Heliport,790,NA,US,US-TN,Knoxville,0TN4,,0TN4,"-83.927278, 35.991209"
0TN5,small_airport,Mc Donald Airport,600,NA,US,US-TN,Murfreesboro,0TN5,,0TN5,"-86.4978027344, 35.867401123"
0TN6,small_airport,Riner Farm Airport,1125,NA,US,US-TN,Norris,0TN6,,0TN6,"-84.0990982055664, 36.18339920043945"
0TN7,heliport,Horne Properties Heliport,975,NA,US,US-TN,Knoxville,0TN7,,0TN7,"-84.09110260009766, 35.92359924316406"
0TN8,heliport,Erlanger Medical Center Heliport,745,NA,US,US-TN,Chattanooga,0TN8,,0TN8,"-85.29049682617188, 35.049198150634766"
0TN9,heliport,East Tennessee Children's Hospital Heliport,1003,NA,US,US-TN,Knoxville,0TN9,,0TN9,"-83.93820190429688, 35.956199645996094"
0TS0,closed,Flower Mound Airport,625,NA,US,US-TX,Flower Mound,,,,"-97.122498, 33.0229"
0TS1,small_airport,Dooley Airport,650,NA,US,US-TX,Justin,0TS1,,0TS1,"-97.27249908447266, 33.09870147705078"
0TS2,small_airport,Ultralight International Ultralightport,820,NA,US,US-TX,Haslet,0TS2,,0TS2,"-97.32890319824219, 32.948699951171875"
0TS3,heliport,Houston Heliport,100,NA,US,US-TX,Houston,0TS3,,0TS3,"-95.66329956054688, 29.817399978637695"
0TS4,small_airport,Ullrich Airport,410,NA,US,US-TX,Ledbetter,0TS4,,0TS4,"-96.79499816894531, 30.091899871826172"
0TS5,small_airport,Lake Bay Gall Airport,230,NA,US,US-TX,Cleveland,0TS5,,0TS5,"-95.1863021850586, 30.4419002532959"
0TS6,heliport,Harris County Courthouse Heliport,105,NA,US,US-TX,Houston,0TS6,,0TS6,"-95.47689819335938, 29.716100692749023"
0TS7,small_airport,Flying U Airport,978,NA,US,US-TX,Mineral Wells,0TS7,,0TS7,"-98.12529754638672, 32.833499908447266"
0TS8,small_airport,Flying 'K' Ranch Ultralightport,81,NA,US,US-TX,Mercedes,0TS8,,0TS8,"-97.88359832763672, 26.150400161743164"
0TS9,closed,Jim Roach Field,600,NA,US,US-TX,Niederwald,,,,"-97.737197, 30.015499"
0TT8,heliport,Dynasty Heliport,150,OC,MP,MP-U-A,"San Jose, Tinian",0TT8,,0TT8,"145.64199829101562, 14.963299751281738"
0TX0,small_airport,Nassau Bay Airport,714,NA,US,US-TX,Granbury,0TX0,,0TX0,"-97.71279907226562, 32.41960144042969"
0TX1,small_airport,Pecan Plantation Airport,710,NA,US,US-TX,Granbury,0TX1,,0TX1,"-97.67639923095703, 32.354000091552734"
0TX2,heliport,Heliport-Facility 5a Heliport,546,NA,US,US-TX,Grand Prairie,0TX2,,0TX2,"-97.05860137939453, 32.76259994506836"
0TX3,heliport,UT Health East Texas Carthage Hospital Heliport,296,NA,US,US-TX,Carthage,0TX3,,0TX3,"-94.346098, 32.166429"
